time_period,time_identifier,geographic_level,country_code,country_name,version,characteristic_type,characteristic_value,exam_cohort,level_of_study,student_count_year_1,student_count_year_2,retained,retained_and_assessed,returned_and_retained,perc_retained,perc_retained_and_assessed,perc_returned_and_retained
202223,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Behavioral, emotional and social difficulties",Technical certificate,Level 2,0,z,z,z,z,z,z,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Behavioral, emotional and social difficulties",Technical certificate,Level 2,0,z,z,z,z,z,z,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Hearing impairment,Technical certificate,Level 2,30,z,27,20,z,90,66.667,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Hearing impairment,Technical certificate,Level 2,11,z,10,7,z,90.909,63.636,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Hearing impairment,Technical certificate,Level 2,38,z,35,28,z,92.105,73.684,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Hearing impairment,Technical certificate,Level 2,23,z,18,14,z,78.261,60.87,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Hearing impairment,Technical certificate,Level 2,30,z,26,17,z,86.667,56.667,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Moderate learning difficulty,Technical certificate,Level 2,468,z,413,310,z,88.248,66.239,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Moderate learning difficulty,Technical certificate,Level 2,206,z,174,114,z,84.466,55.34,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Moderate learning difficulty,Technical certificate,Level 2,432,z,390,300,z,90.278,69.444,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Moderate learning difficulty,Technical certificate,Level 2,477,z,417,318,z,87.421,66.667,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Moderate learning difficulty,Technical certificate,Level 2,481,z,421,301,z,87.526,62.578,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Multi-sensory impairment,Technical certificate,Level 2,0,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Multi-sensory impairment,Technical certificate,Level 2,1,z,0,0,z,0,0,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Multi-sensory impairment,Technical certificate,Level 2,0,z,z,z,z,z,z,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Multi-sensory impairment,Technical certificate,Level 2,2,z,1,1,z,50,50,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Multi-sensory impairment,Technical certificate,Level 2,4,z,2,2,z,50,50,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Other difficulty,Technical certificate,Level 2,111,z,97,66,z,87.387,59.459,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Other difficulty,Technical certificate,Level 2,52,z,41,32,z,78.846,61.538,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Other difficulty,Technical certificate,Level 2,97,z,81,68,z,83.505,70.103,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Other difficulty,Technical certificate,Level 2,110,z,86,73,z,78.182,66.364,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Other difficulty,Technical certificate,Level 2,98,z,86,62,z,87.755,63.265,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Physical disability,Technical certificate,Level 2,43,z,40,30,z,93.023,69.767,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Physical disability,Technical certificate,Level 2,16,z,16,14,z,100,87.5,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Physical disability,Technical certificate,Level 2,29,z,26,20,z,89.655,68.966,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Physical disability,Technical certificate,Level 2,34,z,32,26,z,94.118,76.471,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Physical disability,Technical certificate,Level 2,43,z,36,25,z,83.721,58.14,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Profound and multiple learning difficulty,Technical certificate,Level 2,0,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Profound and multiple learning difficulty,Technical certificate,Level 2,0,z,z,z,z,z,z,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Profound and multiple learning difficulty,Technical certificate,Level 2,0,z,z,z,z,z,z,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Profound and multiple learning difficulty,Technical certificate,Level 2,1,z,0,0,z,0,0,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Profound and multiple learning difficulty,Technical certificate,Level 2,1,z,1,1,z,100,100,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- SEN support but no specialist assessment of type of need,Technical certificate,Level 2,36,z,32,24,z,88.889,66.667,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- SEN support but no specialist assessment of type of need,Technical certificate,Level 2,25,z,21,16,z,84,64,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- SEN support but no specialist assessment of type of need,Technical certificate,Level 2,46,z,39,32,z,84.783,69.565,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- SEN support but no specialist assessment of type of need,Technical certificate,Level 2,49,z,37,32,z,75.51,65.306,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- SEN support but no specialist assessment of type of need,Technical certificate,Level 2,36,z,32,25,z,88.889,69.444,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Severe learning difficulty,Technical certificate,Level 2,2,z,2,1,z,100,50,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Severe learning difficulty,Technical certificate,Level 2,4,z,4,3,z,100,75,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Severe learning difficulty,Technical certificate,Level 2,4,z,3,3,z,75,75,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Severe learning difficulty,Technical certificate,Level 2,3,z,3,3,z,100,100,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Severe learning difficulty,Technical certificate,Level 2,5,z,5,4,z,100,80,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,"SEN support- Social, emotional and mental health",Technical certificate,Level 2,345,z,261,196,z,75.652,56.812,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,"SEN support- Social, emotional and mental health",Technical certificate,Level 2,143,z,102,67,z,71.329,46.853,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Social, emotional and mental health",Technical certificate,Level 2,306,z,261,211,z,85.294,68.954,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Social, emotional and mental health",Technical certificate,Level 2,414,z,336,274,z,81.159,66.184,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Social, emotional and mental health",Technical certificate,Level 2,453,z,350,259,z,77.263,57.174,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Specific learning difficulty,Technical certificate,Level 2,468,z,424,309,z,90.598,66.026,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Specific learning difficulty,Technical certificate,Level 2,168,z,142,99,z,84.524,58.929,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Specific learning difficulty,Technical certificate,Level 2,394,z,347,287,z,88.071,72.843,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Specific learning difficulty,Technical certificate,Level 2,478,z,428,362,z,89.54,75.732,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Specific learning difficulty,Technical certificate,Level 2,436,z,377,292,z,86.468,66.972,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,"SEN support- Speech, language and communication needs",Technical certificate,Level 2,161,z,148,116,z,91.925,72.05,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,"SEN support- Speech, language and communication needs",Technical certificate,Level 2,59,z,52,35,z,88.136,59.322,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Speech, language and communication needs",Technical certificate,Level 2,147,z,134,117,z,91.156,79.592,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Speech, language and communication needs",Technical certificate,Level 2,164,z,153,125,z,93.293,76.22,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Speech, language and communication needs",Technical certificate,Level 2,199,z,169,128,z,84.925,64.322,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Unknown SEN type,Technical certificate,Level 2,7,z,7,6,z,100,85.714,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Unknown SEN type,Technical certificate,Level 2,5,z,3,2,z,60,40,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Unknown SEN type,Technical certificate,Level 2,0,z,z,z,z,z,z,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Unknown SEN type,Technical certificate,Level 2,0,z,z,z,z,z,z,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Unknown SEN type,Technical certificate,Level 2,0,z,z,z,z,z,z,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Vision impairment,Technical certificate,Level 2,21,z,18,14,z,85.714,66.667,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Vision impairment,Technical certificate,Level 2,7,z,7,4,z,100,57.143,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Vision impairment,Technical certificate,Level 2,14,z,9,6,z,64.286,42.857,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Vision impairment,Technical certificate,Level 2,11,z,9,7,z,81.818,63.636,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Vision impairment,Technical certificate,Level 2,22,z,19,13,z,86.364,59.091,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,Total EHC plans and statements of SEN,Technical certificate,Level 2,312,z,285,212,z,91.346,67.949,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,Total EHC plans and statements of SEN,Technical certificate,Level 2,146,z,123,87,z,84.247,59.589,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,Total EHC plans and statements of SEN,Technical certificate,Level 2,346,z,310,263,z,89.595,76.012,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,Total EHC plans and statements of SEN,Technical certificate,Level 2,361,z,334,260,z,92.521,72.022,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,Total EHC plans and statements of SEN,Technical certificate,Level 2,456,z,411,306,z,90.132,67.105,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,Total No identified SEN,Technical certificate,Level 2,8041,z,6982,5307,z,86.83,65.999,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,Total No identified SEN,Technical certificate,Level 2,3734,z,3047,2280,z,81.601,61.061,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,Total No identified SEN,Technical certificate,Level 2,6649,z,5744,4700,z,86.389,70.687,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,Total No identified SEN,Technical certificate,Level 2,7130,z,6038,5056,z,84.684,70.912,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,Total No identified SEN,Technical certificate,Level 2,7280,z,6087,4658,z,83.613,63.984,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,Total SEN support,Technical certificate,Level 2,1795,z,1566,1166,z,87.242,64.958,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,Total SEN support,Technical certificate,Level 2,724,z,596,407,z,82.32,56.215,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,Total SEN support,Technical certificate,Level 2,1621,z,1429,1155,z,88.155,71.252,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,Total SEN support,Technical certificate,Level 2,1932,z,1669,1356,z,86.387,70.186,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,Total SEN support,Technical certificate,Level 2,1938,z,1637,1216,z,84.469,62.745,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,Total Unknown SEN status,Technical certificate,Level 2,475,z,414,326,z,87.158,68.632,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,Total Unknown SEN status,Technical certificate,Level 2,275,z,239,192,z,86.909,69.818,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,Total Unknown SEN status,Technical certificate,Level 2,521,z,430,356,z,82.534,68.33,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,Total Unknown SEN status,Technical certificate,Level 2,541,z,461,371,z,85.213,68.577,z
