time_period,time_identifier,geographic_level,country_code,country_name,version,characteristic_type,characteristic_value,exam_cohort,level_of_study,student_count_year_1,student_count_year_2,retained,retained_and_assessed,returned_and_retained,perc_retained,perc_retained_and_assessed,perc_returned_and_retained
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Severe learning difficulty,Applied general,Level 3,3,3,3,3,2,100,100,66.667
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Severe learning difficulty,Applied general,Level 3,15,15,13,13,11,86.667,86.667,73.333
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Severe learning difficulty,Applied general,Level 3,14,14,13,13,11,92.857,92.857,78.571
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Severe learning difficulty,Applied general,Level 3,16,16,13,13,11,81.25,81.25,68.75
201920,Academic year,National,E92000001,England,Final,SEN Provision,"SEN support- Social, emotional and mental health",Applied general,Level 3,921,877,740,649,563,80.347,70.467,64.196
202021,Academic year,National,E92000001,England,Final,SEN Provision,"SEN support- Social, emotional and mental health",Applied general,Level 3,898,837,756,715,608,84.187,79.621,72.64
202122,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Social, emotional and mental health",Applied general,Level 3,1691,1645,1464,1351,1256,86.576,79.894,76.353
202223,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Social, emotional and mental health",Applied general,Level 3,1913,1886,1512,1348,1237,79.038,70.465,65.589
202324,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Social, emotional and mental health",Applied general,Level 3,2059,2017,1566,1372,1256,76.056,66.634,62.271
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Specific learning difficulty,Applied general,Level 3,1293,1248,1131,1047,953,87.471,80.974,76.362
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Specific learning difficulty,Applied general,Level 3,1269,1165,1146,1113,973,90.307,87.707,83.519
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Specific learning difficulty,Applied general,Level 3,2258,2226,2107,2037,1913,93.313,90.213,85.939
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Specific learning difficulty,Applied general,Level 3,2399,2365,2119,1984,1845,88.328,82.701,78.013
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Specific learning difficulty,Applied general,Level 3,2227,2191,1930,1777,1632,86.664,79.793,74.487
201920,Academic year,National,E92000001,England,Final,SEN Provision,"SEN support- Speech, language and communication needs",Applied general,Level 3,435,421,389,364,320,89.425,83.678,76.01
202021,Academic year,National,E92000001,England,Final,SEN Provision,"SEN support- Speech, language and communication needs",Applied general,Level 3,437,401,402,387,342,91.991,88.558,85.287
202122,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Speech, language and communication needs",Applied general,Level 3,949,931,894,860,835,94.204,90.622,89.689
202223,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Speech, language and communication needs",Applied general,Level 3,1010,993,901,834,795,89.208,82.574,80.06
202324,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Speech, language and communication needs",Applied general,Level 3,1046,1034,905,833,787,86.52,79.637,76.112
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Unknown SEN type,Applied general,Level 3,45,43,34,33,30,75.556,73.333,69.767
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Unknown SEN type,Applied general,Level 3,12,12,5,3,4,41.667,25,33.333
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Unknown SEN type,Applied general,Level 3,0,0,z,z,z,z,z,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Unknown SEN type,Applied general,Level 3,0,0,z,z,z,z,z,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Unknown SEN type,Applied general,Level 3,0,0,z,z,z,z,z,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Vision impairment,Applied general,Level 3,70,66,64,57,51,91.429,81.429,77.273
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Vision impairment,Applied general,Level 3,89,87,79,78,69,88.764,87.64,79.31
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Vision impairment,Applied general,Level 3,126,124,114,113,106,90.476,89.683,85.484
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Vision impairment,Applied general,Level 3,158,158,139,137,120,87.975,86.709,75.949
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Vision impairment,Applied general,Level 3,156,156,132,124,111,84.615,79.487,71.154
201920,Academic year,National,E92000001,England,Final,SEN Provision,Total EHC plans and statements of SEN,Applied general,Level 3,622,589,552,508,444,88.746,81.672,75.382
202021,Academic year,National,E92000001,England,Final,SEN Provision,Total EHC plans and statements of SEN,Applied general,Level 3,604,571,555,531,475,91.887,87.914,83.187
202122,Academic year,National,E92000001,England,Revised,SEN Provision,Total EHC plans and statements of SEN,Applied general,Level 3,1246,1214,1142,1082,1017,91.653,86.838,83.773
202223,Academic year,National,E92000001,England,Revised,SEN Provision,Total EHC plans and statements of SEN,Applied general,Level 3,1396,1360,1241,1143,1071,88.897,81.877,78.75
202324,Academic year,National,E92000001,England,Revised,SEN Provision,Total EHC plans and statements of SEN,Applied general,Level 3,1403,1369,1230,1121,1052,87.669,79.9,76.844
201920,Academic year,National,E92000001,England,Final,SEN Provision,Total No identified SEN,Applied general,Level 3,54069,52065,46949,44135,38738,86.832,81.627,74.403
202021,Academic year,National,E92000001,England,Final,SEN Provision,Total No identified SEN,Applied general,Level 3,58269,54752,52377,50671,44900,89.888,86.96,82.006
202122,Academic year,National,E92000001,England,Revised,SEN Provision,Total No identified SEN,Applied general,Level 3,88110,86901,80864,78103,73025,91.776,88.643,84.032
202223,Academic year,National,E92000001,England,Revised,SEN Provision,Total No identified SEN,Applied general,Level 3,90180,89217,78747,74594,68062,87.322,82.717,76.288
202324,Academic year,National,E92000001,England,Revised,SEN Provision,Total No identified SEN,Applied general,Level 3,91272,90087,77810,73090,66662,85.251,80.079,73.997
201920,Academic year,National,E92000001,England,Final,SEN Provision,Total SEN support,Applied general,Level 3,4882,4692,4200,3857,3426,86.03,79.005,73.018
202021,Academic year,National,E92000001,England,Final,SEN Provision,Total SEN support,Applied general,Level 3,4770,4412,4242,4071,3577,88.931,85.346,81.074
202122,Academic year,National,E92000001,England,Revised,SEN Provision,Total SEN support,Applied general,Level 3,8989,8828,8189,7814,7414,91.1,86.928,83.983
202223,Academic year,National,E92000001,England,Revised,SEN Provision,Total SEN support,Applied general,Level 3,9730,9598,8419,7794,7294,86.526,80.103,75.995
202324,Academic year,National,E92000001,England,Revised,SEN Provision,Total SEN support,Applied general,Level 3,9620,9451,8078,7335,6787,83.971,76.247,71.813
201920,Academic year,National,E92000001,England,Final,SEN Provision,Total Unknown SEN status,Applied general,Level 3,2023,1816,1797,1679,1340,88.828,82.996,73.789
202021,Academic year,National,E92000001,England,Final,SEN Provision,Total Unknown SEN status,Applied general,Level 3,2362,2104,2150,2064,1667,91.025,87.384,79.23
202122,Academic year,National,E92000001,England,Revised,SEN Provision,Total Unknown SEN status,Applied general,Level 3,3755,3551,3413,3240,2831,90.892,86.285,79.724
202223,Academic year,National,E92000001,England,Revised,SEN Provision,Total Unknown SEN status,Applied general,Level 3,3643,3435,3134,2942,2544,86.028,80.758,74.061
202324,Academic year,National,E92000001,England,Revised,SEN Provision,Total Unknown SEN status,Applied general,Level 3,4238,3938,3758,3525,3001,88.674,83.176,76.206
201920,Academic year,National,E92000001,England,Final,Ethnicity,White - White British,Applied general,Level 3,38433,36999,32762,30726,26468,85.244,79.947,71.537
202021,Academic year,National,E92000001,England,Final,Ethnicity,White - White British,Applied general,Level 3,41010,38331,36496,35325,30894,88.993,86.138,80.598
202122,Academic year,National,E92000001,England,Revised,Ethnicity,White - White British,Applied general,Level 3,58708,57910,53169,51349,47287,90.565,87.465,81.656
202223,Academic year,National,E92000001,England,Revised,Ethnicity,White - White British,Applied general,Level 3,59828,59293,51059,48331,43126,85.343,80.783,72.734
202324,Academic year,National,E92000001,England,Revised,Ethnicity,White - White British,Applied general,Level 3,59428,58885,49331,46236,41546,83.01,77.802,70.554
201920,Academic year,National,E92000001,England,Final,Ethnicity,White - White Irish,Applied general,Level 3,168,162,144,133,117,85.714,79.167,72.222
202021,Academic year,National,E92000001,England,Final,Ethnicity,White - White Irish,Applied general,Level 3,180,168,150,149,132,83.333,82.778,78.571
202122,Academic year,National,E92000001,England,Revised,Ethnicity,White - White Irish,Applied general,Level 3,221,215,202,195,179,91.403,88.235,83.256
202223,Academic year,National,E92000001,England,Revised,Ethnicity,White - White Irish,Applied general,Level 3,216,215,185,175,164,85.648,81.019,76.279
202324,Academic year,National,E92000001,England,Revised,Ethnicity,White - White Irish,Applied general,Level 3,246,240,192,176,160,78.049,71.545,66.667
201920,Academic year,National,E92000001,England,Final,Ethnicity,Black or Black British,Applied general,Level 3,5074,4830,4533,4235,3802,89.338,83.465,78.716
202021,Academic year,National,E92000001,England,Final,Ethnicity,Black or Black British,Applied general,Level 3,5464,5232,4987,4749,4396,91.27,86.914,84.021
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Black or Black British,Applied general,Level 3,9654,9490,9019,8604,8345,93.422,89.124,87.935
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Black or Black British,Applied general,Level 3,9965,9810,9061,8411,8137,90.928,84.405,82.946
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Black or Black British,Applied general,Level 3,10073,9837,8885,8215,7757,88.206,81.555,78.855
201920,Academic year,National,E92000001,England,Final,Ethnicity,Black or Black British - Any other Black background,Applied general,Level 3,599,565,544,515,440,90.818,85.977,77.876
202021,Academic year,National,E92000001,England,Final,Ethnicity,Black or Black British - Any other Black background,Applied general,Level 3,608,582,557,522,477,91.612,85.855,81.959
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Black or Black British - Any other Black background,Applied general,Level 3,1163,1133,1092,1036,992,93.895,89.08,87.555
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Black or Black British - Any other Black background,Applied general,Level 3,1313,1295,1191,1107,1056,90.708,84.311,81.544
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Black or Black British - Any other Black background,Applied general,Level 3,1222,1185,1076,1008,931,88.052,82.488,78.565
201920,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Pakistani,Applied general,Level 3,3462,3356,3169,2987,2792,91.537,86.28,83.194
202021,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Pakistani,Applied general,Level 3,3461,3266,3133,3048,2725,90.523,88.067,83.435
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Pakistani,Applied general,Level 3,6823,6727,6463,6276,6117,94.724,91.983,90.932
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Pakistani,Applied general,Level 3,6981,6893,6375,6142,5858,91.319,87.982,84.985
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Pakistani,Applied general,Level 3,7121,7020,6360,6046,5718,89.313,84.904,81.453
201920,Academic year,National,E92000001,England,Final,Ethnicity,Black or Black British - Black African,Applied general,Level 3,3372,3214,3046,2858,2587,90.332,84.757,80.492
202021,Academic year,National,E92000001,England,Final,Ethnicity,Black or Black British - Black African,Applied general,Level 3,3719,3558,3402,3255,3026,91.476,87.524,85.048
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Black or Black British - Black African,Applied general,Level 3,6358,6259,5973,5740,5601,93.945,90.28,89.487
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Black or Black British - Black African,Applied general,Level 3,6648,6545,6116,5731,5619,91.998,86.206,85.852
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Black or Black British - Black African,Applied general,Level 3,6979,6823,6239,5818,5555,89.397,83.364,81.416
201920,Academic year,National,E92000001,England,Final,Ethnicity,Black or Black British - Black Caribbean,Applied general,Level 3,1103,1051,943,862,775,85.494,78.15,73.739
202021,Academic year,National,E92000001,England,Final,Ethnicity,Black or Black British - Black Caribbean,Applied general,Level 3,1137,1092,1028,972,893,90.413,85.488,81.777
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Black or Black British - Black Caribbean,Applied general,Level 3,2133,2098,1954,1828,1752,91.608,85.701,83.508
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Black or Black British - Black Caribbean,Applied general,Level 3,2004,1970,1754,1573,1462,87.525,78.493,74.213
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Black or Black British - Black Caribbean,Applied general,Level 3,1872,1829,1570,1389,1271,83.868,74.199,69.492
201920,Academic year,National,E92000001,England,Final,Ethnicity,Mixed Dual background,Applied general,Level 3,2805,2697,2399,2229,1970,85.526,79.465,73.044
202021,Academic year,National,E92000001,England,Final,Ethnicity,Mixed Dual background,Applied general,Level 3,3174,2994,2831,2720,2423,89.193,85.696,80.929
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background,Applied general,Level 3,5239,5158,4763,4556,4282,90.914,86.963,83.017
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background,Applied general,Level 3,5714,5626,4874,4542,4170,85.299,79.489,74.12
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background,Applied general,Level 3,6267,6129,5236,4803,4375,83.549,76.64,71.382
201920,Academic year,National,E92000001,England,Final,Ethnicity,Mixed Dual background - Any other Mixed background,Applied general,Level 3,1086,1050,936,864,789,86.188,79.558,75.143
202021,Academic year,National,E92000001,England,Final,Ethnicity,Mixed Dual background - Any other Mixed background,Applied general,Level 3,1204,1125,1090,1057,943,90.532,87.791,83.822
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background - Any other Mixed background,Applied general,Level 3,2030,1987,1854,1787,1672,91.33,88.03,84.147
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background - Any other Mixed background,Applied general,Level 3,2161,2130,1883,1755,1632,87.136,81.212,76.62
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background - Any other Mixed background,Applied general,Level 3,2370,2313,2028,1878,1701,85.57,79.241,73.541
201920,Academic year,National,E92000001,England,Final,Ethnicity,Mixed Dual background - White and Asian,Applied general,Level 3,504,482,430,399,345,85.317,79.167,71.577
202021,Academic year,National,E92000001,England,Final,Ethnicity,Mixed Dual background - White and Asian,Applied general,Level 3,600,563,530,512,446,88.333,85.333,79.218
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background - White and Asian,Applied general,Level 3,1022,1009,948,900,860,92.759,88.063,85.233
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background - White and Asian,Applied general,Level 3,1106,1092,961,905,847,86.89,81.826,77.564
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background - White and Asian,Applied general,Level 3,1217,1200,1059,986,902,87.017,81.019,75.167
201920,Academic year,National,E92000001,England,Final,Ethnicity,Mixed Dual background - White and Black African,Applied general,Level 3,381,368,338,319,283,88.714,83.727,76.902
202021,Academic year,National,E92000001,England,Final,Ethnicity,Mixed Dual background - White and Black African,Applied general,Level 3,404,386,364,346,320,90.099,85.644,82.902
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background - White and Black African,Applied general,Level 3,744,733,664,641,602,89.247,86.156,82.128
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background - White and Black African,Applied general,Level 3,850,837,725,676,619,85.294,79.529,73.955
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background - White and Black African,Applied general,Level 3,945,921,796,737,665,84.233,77.989,72.204
201920,Academic year,National,E92000001,England,Final,Ethnicity,Mixed Dual background - White and Black Caribbean,Applied general,Level 3,834,797,695,647,553,83.333,77.578,69.385
202021,Academic year,National,E92000001,England,Final,Ethnicity,Mixed Dual background - White and Black Caribbean,Applied general,Level 3,966,920,847,805,714,87.681,83.333,77.609
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background - White and Black Caribbean,Applied general,Level 3,1443,1429,1297,1228,1148,89.882,85.1,80.336
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background - White and Black Caribbean,Applied general,Level 3,1597,1567,1305,1206,1072,81.716,75.517,68.411
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background - White and Black Caribbean,Applied general,Level 3,1735,1695,1353,1202,1107,77.983,69.28,65.31
201920,Academic year,National,E92000001,England,Final,Ethnicity,Unknown ethnicity,Applied general,Level 3,2651,2423,2353,2201,1816,88.759,83.025,74.948
202021,Academic year,National,E92000001,England,Final,Ethnicity,Unknown ethnicity,Applied general,Level 3,3152,2854,2861,2752,2286,90.768,87.31,80.098
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Unknown ethnicity,Applied general,Level 3,4932,4719,4486,4274,3802,90.957,86.659,80.568
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Unknown ethnicity,Applied general,Level 3,5066,4831,4382,4098,3595,86.498,80.892,74.415
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Unknown ethnicity,Applied general,Level 3,5811,5483,5089,4763,4119,87.575,81.965,75.123
201920,Academic year,National,E92000001,England,Final,Ethnicity,White,Applied general,Level 3,41759,40192,35693,33457,28888,85.474,80.119,71.875
202021,Academic year,National,E92000001,England,Final,Ethnicity,White,Applied general,Level 3,44504,41620,39680,38393,33638,89.161,86.269,80.822
202122,Academic year,National,E92000001,England,Revised,Ethnicity,White,Applied general,Level 3,64836,63939,58854,56823,52391,90.774,87.641,81.939
202223,Academic year,National,E92000001,England,Revised,Ethnicity,White,Applied general,Level 3,66446,65821,57009,53940,48317,85.797,81.179,73.407
202324,Academic year,National,E92000001,England,Revised,Ethnicity,White,Applied general,Level 3,66111,65443,55257,51732,46534,83.582,78.25,71.106
201920,Academic year,National,E92000001,England,Final,Ethnicity,White - Any other White background,Applied general,Level 3,3109,2984,2747,2559,2268,88.356,82.309,76.005
202021,Academic year,National,E92000001,England,Final,Ethnicity,White - Any other White background,Applied general,Level 3,3245,3055,2977,2863,2562,91.741,88.228,83.863
202122,Academic year,National,E92000001,England,Revised,Ethnicity,White - Any other White background,Applied general,Level 3,5792,5700,5385,5190,4838,92.973,89.606,84.877
202223,Academic year,National,E92000001,England,Revised,Ethnicity,White - Any other White background,Applied general,Level 3,6270,6182,5658,5333,4935,90.239,85.056,79.829
202324,Academic year,National,E92000001,England,Revised,Ethnicity,White - Any other White background,Applied general,Level 3,6302,6184,5626,5230,4746,89.273,82.99,76.746
201920,Academic year,National,E92000001,England,Final,Ethnicity,White - Gypsy Roma,Applied general,Level 3,43,41,36,35,31,83.721,81.395,75.61
202021,Academic year,National,E92000001,England,Final,Ethnicity,White - Gypsy Roma,Applied general,Level 3,63,60,52,51,45,82.54,80.952,75
202122,Academic year,National,E92000001,England,Revised,Ethnicity,White - Gypsy Roma,Applied general,Level 3,99,99,84,77,76,84.848,77.778,76.768
202223,Academic year,National,E92000001,England,Revised,Ethnicity,White - Gypsy Roma,Applied general,Level 3,109,108,90,84,76,82.569,77.064,70.37
202324,Academic year,National,E92000001,England,Revised,Ethnicity,White - Gypsy Roma,Applied general,Level 3,119,118,95,77,71,79.832,64.706,60.169
201920,Academic year,National,E92000001,England,Final,Ethnicity,White - Traveller of Irish Heritage,Applied general,Level 3,6,6,4,4,4,66.667,66.667,66.667
202021,Academic year,National,E92000001,England,Final,Ethnicity,White - Traveller of Irish Heritage,Applied general,Level 3,6,6,5,5,5,83.333,83.333,83.333
202122,Academic year,National,E92000001,England,Revised,Ethnicity,White - Traveller of Irish Heritage,Applied general,Level 3,16,15,14,12,11,87.5,75,73.333
202223,Academic year,National,E92000001,England,Revised,Ethnicity,White - Traveller of Irish Heritage,Applied general,Level 3,23,23,17,17,16,73.913,73.913,69.565
202324,Academic year,National,E92000001,England,Revised,Ethnicity,White - Traveller of Irish Heritage,Applied general,Level 3,16,16,13,13,11,81.25,81.25,68.75
201920,Academic year,National,E92000001,England,Final,Ethnicity,Any other ethnic group,Applied general,Level 3,1233,1195,1105,1039,952,89.619,84.266,79.665
202021,Academic year,National,E92000001,England,Final,Ethnicity,Any other ethnic group,Applied general,Level 3,1323,1238,1208,1163,1054,91.308,87.906,85.137
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Any other ethnic group,Applied general,Level 3,2563,2513,2371,2262,2164,92.509,88.256,86.112
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Any other ethnic group,Applied general,Level 3,2682,2640,2407,2260,2151,89.746,84.265,81.477
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Any other ethnic group,Applied general,Level 3,2732,2662,2388,2220,2089,87.408,81.259,78.475
201920,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British,Applied general,Level 3,8074,7825,7415,7018,6520,91.838,86.921,83.323
202021,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British,Applied general,Level 3,8388,7901,7757,7560,6822,92.477,90.129,86.344
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British,Applied general,Level 3,14876,14675,14115,13720,13303,94.884,92.229,90.651
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British,Applied general,Level 3,15076,14882,13808,13222,12601,91.589,87.702,84.673
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British,Applied general,Level 3,15539,15291,14021,13338,12628,90.231,85.836,82.585
201920,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Any other Asian background,Applied general,Level 3,1089,1052,999,939,875,91.736,86.226,83.175
202021,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Any other Asian background,Applied general,Level 3,1170,1090,1084,1053,955,92.65,90,87.615
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Any other Asian background,Applied general,Level 3,1904,1880,1795,1741,1697,94.275,91.439,90.266
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Any other Asian background,Applied general,Level 3,2044,2011,1861,1778,1681,91.047,86.986,83.59
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Any other Asian background,Applied general,Level 3,2090,2049,1903,1809,1715,91.053,86.555,83.699
201920,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Bangladeshi,Applied general,Level 3,1473,1436,1357,1266,1190,92.125,85.947,82.869
202021,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Bangladeshi,Applied general,Level 3,1630,1556,1523,1490,1374,93.436,91.411,88.303
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Bangladeshi,Applied general,Level 3,2938,2897,2774,2679,2591,94.418,91.184,89.437
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Bangladeshi,Applied general,Level 3,2837,2794,2589,2434,2325,91.258,85.795,83.214
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Bangladeshi,Applied general,Level 3,2795,2767,2511,2356,2256,89.839,84.293,81.532
201920,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Chinese,Applied general,Level 3,147,139,133,128,116,90.476,87.075,83.453
202021,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Chinese,Applied general,Level 3,147,136,141,141,123,95.918,95.918,90.441
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Chinese,Applied general,Level 3,189,184,183,181,164,96.825,95.767,89.13
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Chinese,Applied general,Level 3,199,196,180,172,158,90.452,86.432,80.612
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Chinese,Applied general,Level 3,214,211,198,193,180,92.523,90.187,85.308
201920,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Indian,Applied general,Level 3,1903,1842,1757,1698,1547,92.328,89.228,83.985
202021,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Indian,Applied general,Level 3,1980,1853,1876,1828,1645,94.747,92.323,88.775
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Indian,Applied general,Level 3,3022,2987,2900,2843,2734,95.963,94.077,91.53
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Indian,Applied general,Level 3,3015,2988,2803,2696,2579,92.968,89.42,86.312
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Indian,Applied general,Level 3,3319,3244,3049,2934,2759,91.865,88.4,85.049
201920,Academic year,National,E92000001,England,Final,Prior Attainment,Priors 0 to < 4,Applied general,Level 3,20828,20054,17385,15876,13919,83.469,76.224,69.408
202021,Academic year,National,E92000001,England,Final,Prior Attainment,Priors 0 to < 4,Applied general,Level 3,18769,17761,16127,15230,13550,85.924,81.144,76.291
202122,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 0 to < 4,Applied general,Level 3,28549,28047,24663,22955,21680,86.388,80.406,77.299
202223,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 0 to < 4,Applied general,Level 3,23115,22814,18824,16798,15669,81.436,72.671,68.682
202324,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 0 to < 4,Applied general,Level 3,23990,23583,19366,17143,16079,80.725,71.459,68.18
201920,Academic year,National,E92000001,England,Final,Prior Attainment,Priors 4 to < 7,Applied general,Level 3,39240,37746,34727,32989,29001,88.499,84.07,76.832
202021,Academic year,National,E92000001,England,Final,Prior Attainment,Priors 4 to < 7,Applied general,Level 3,45447,42520,41559,40531,35823,91.445,89.183,84.25
202122,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 4 to < 7,Applied general,Level 3,69374,68471,65037,63521,59266,93.748,91.563,86.556
202223,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 4 to < 7,Applied general,Level 3,76316,75513,67618,64768,58899,88.603,84.868,77.998
202324,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 4 to < 7,Applied general,Level 3,77527,76538,66930,63551,57595,86.331,81.973,75.25
201920,Academic year,National,E92000001,England,Final,Prior Attainment,Priors 7+,Applied general,Level 3,620,590,576,566,488,92.903,91.29,82.712
202021,Academic year,National,E92000001,England,Final,Prior Attainment,Priors 7+,Applied general,Level 3,812,726,770,760,636,94.828,93.596,87.603
202122,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 7+,Applied general,Level 3,2631,2587,2541,2505,2334,96.579,95.211,90.22
202223,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 7+,Applied general,Level 3,3803,3740,3610,3532,3253,94.925,92.874,86.979
202324,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 7+,Applied general,Level 3,2932,2879,2700,2628,2405,92.087,89.632,83.536
201920,Academic year,National,E92000001,England,Final,Prior Attainment,Unknown prior attainment,Applied general,Level 3,908,772,810,748,540,89.207,82.379,69.948
202021,Academic year,National,E92000001,England,Final,Prior Attainment,Unknown prior attainment,Applied general,Level 3,977,832,868,816,610,88.843,83.521,73.317
202122,Academic year,National,E92000001,England,Revised,Prior Attainment,Unknown prior attainment,Applied general,Level 3,1546,1389,1367,1258,1007,88.422,81.371,72.498
202223,Academic year,National,E92000001,England,Revised,Prior Attainment,Unknown prior attainment,Applied general,Level 3,1715,1543,1489,1375,1150,86.822,80.175,74.53
202324,Academic year,National,E92000001,England,Revised,Prior Attainment,Unknown prior attainment,Applied general,Level 3,2084,1845,1880,1749,1423,90.211,83.925,77.127
201920,Academic year,National,E92000001,England,Final,Disadvantage,Disadvantaged,Applied general,Level 3,16389,15799,13755,12626,11100,83.928,77.039,70.258
